Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3
1971;23/09/2017;4;10;41;44;52;54;0;39;4001
1972;27/09/2017;9;16;20;54;57;59;0;85;5317
1973;30/09/2017;1;12;16;17;52;60;0;110;7294
1974;04/10/2017;4;19;27;38;54;57;1;141;8994
1975;07/10/2017;8;11;24;26;47;57;1;76;5845
1976;11/10/2017;12;14;19;25;52;59;0;62;3551
1977;14/10/2017;3;16;28;32;34;37;1;91;4723
1978;17/10/2017;2;6;22;44;55;57;0;29;2089
1979;19/10/2017;22;23;29;32;38;45;1;32;2677
1980;21/10/2017;12;16;17;18;34;37;0;77;4689
1981;25/10/2017;6;15;19;37;39;53;0;85;5215
1982;28/10/2017;4;14;20;24;46;50;1;45;4144
1983;01/11/2017;5;6;10;14;22;36;1;73;4884
1984;04/11/2017;21;29;32;35;43;50;0;13;1743
1985;07/11/2017;9;28;29;34;36;55;0;36;2503
1986;09/11/2017;23;36;43;44;55;56;0;41;3164
1987;11/11/2017;10;14;31;34;45;58;0;59;3920
1988;16/11/2017;5;10;39;42;46;54;0;87;5711
1989;18/11/2017;15;22;30;32;40;58;0;47;3280
1990;22/11/2017;11;24;26;34;37;59;0;78;5852
1991;25/11/2017;19;20;28;34;36;44;0;80;6152
1992;29/11/2017;5;11;13;21;53;54;2;142;11405
1993;02/12/2017;6;17;33;48;50;57;0;39;3063
1994;06/12/2017;2;5;12;32;40;44;0;51;3686
1995;09/12/2017;14;26;29;35;37;39;0;66;4840
1996;13/12/2017;7;20;21;24;40;56;0;144;4933
1997;16/12/2017;1;7;14;31;35;46;0;86;6280
1998;19/12/2017;8;21;24;25;52;57;0;61;4810
1999;21/12/2017;15;37;38;42;49;50;0;73;4434
2000;31/12/2017;3;6;10;17;34;37;17;4862;173428
2001;03/01/2018;20;22;36;42;52;60;0;12;1214
2002;06/01/2018;4;28;30;38;46;59;0;24;2214
2003;10/01/2018;28;34;40;43;50;51;0;16;1865
2004;13/01/2018;1;5;14;23;35;45;3;79;6444
2005;17/01/2018;11;19;22;33;34;53;0;44;4052
2006;20/01/2018;1;9;14;20;25;54;0;71;5500
2007;24/01/2018;4;14;39;41;54;58;0;42;3340
2008;27/01/2018;22;27;33;42;58;59;0;49;4215
2009;31/01/2018;1;37;44;46;48;50;0;46;3665
2010;03/02/2018;8;10;18;34;39;56;0;106;7436
2011;06/02/2018;2;28;32;35;54;58;0;119;5949
2012;08/02/2018;8;11;27;35;36;51;0;107;6828
2013;10/02/2018;6;23;30;36;53;56;0;159;8465
2014;14/02/2018;16;32;40;46;53;56;0;46;4140
2015;17/02/2018;17;18;27;32;39;58;1;130;12558
2016;21/02/2018;4;11;17;18;21;48;0;64;4543
2017;24/02/2018;2;10;11;24;38;56;0;123;6125
2018;28/02/2018;11;22;25;27;55;59;0;83;4661
2019;03/03/2018;23;41;46;52;54;59;0;54;4043
2020;07/03/2018;2;36;46;48;57;60;0;46;4530
2021;10/03/2018;7;14;32;37;40;60;0;101;6982
2022;14/03/2018;4;28;45;48;52;60;0;79;6343
2023;17/03/2018;1;6;7;8;23;56;2;217;13622
2024;21/03/2018;16;20;23;29;35;47;0;45;3221
2025;24/03/2018;4;24;46;52;55;56;0;53;3730
2026;28/03/2018;10;23;31;33;51;52;0;105;6365
2027;31/03/2018;11;15;29;37;39;44;0;76;4916
2028;04/04/2018;7;11;24;36;42;58;4;261;9867
2029;07/04/2018;6;15;18;33;37;40;0;78;4398
2030;11/04/2018;4;27;38;40;58;59;1;63;4017
2031;14/04/2018;18;23;37;39;50;55;0;48;3252
2032;17/04/2018;6;14;19;20;39;53;0;27;2075
2033;20/04/2018;10;18;33;38;40;43;1;27;3644
2034;25/04/2018;6;7;13;17;22;56;1;89;5597
2035;28/04/2018;30;35;36;38;49;52;0;37;2668
2036;02/05/2018;7;8;19;23;27;58;0;91;6675
2037;05/05/2018;14;16;23;30;45;60;0;48;4609
2038;08/05/2018;6;25;26;35;38;40;0;28;2768
2039;10/05/2018;6;12;22;28;31;44;0;91;6415
2040;12/05/2018;6;9;41;54;56;58;0;67;5680
2041;16/05/2018;10;12;22;25;42;54;1;120;9310
2042;19/05/2018;14;22;29;32;33;35;0;47;3018
2043;23/05/2018;21;38;53;56;57;58;0;19;2258
2044;26/05/2018;7;14;47;54;56;60;0;49;3612
2045;30/05/2018;15;25;27;45;46;50;1;70;3921
2046;02/06/2018;3;6;11;27;28;46;0;80;4630
2047;06/06/2018;1;18;19;29;44;54;0;30;2390
2048;09/06/2018;10;19;26;35;38;39;0;36;3611
2049;13/06/2018;10;19;27;31;51;53;0;49;4216
2050;16/06/2018;8;31;32;33;38;50;0;34;3540
2051;20/06/2018;1;5;6;37;44;53;0;46;5251
2052;23/06/2018;50;51;56;57;58;59;4;152;4816
2053;27/06/2018;12;22;27;37;40;55;0;17;1582
2054;30/06/2018;4;7;12;22;26;39;0;80;5237
2055;03/07/2018;6;25;35;43;46;53;0;41;2209
2056;05/07/2018;18;22;29;34;36;47;0;80;4927
2057;07/07/2018;10;13;20;37;38;54;0;42;4086
2058;11/07/2018;4;19;23;29;56;59;0;81;5435
2059;14/07/2018;4;5;36;40;44;56;0;77;5562
2060;18/07/2018;8;9;11;25;39;41;0;186;8570
2061;21/07/2018;33;36;40;44;45;54;0;93;6899
2062;25/07/2018;8;10;15;23;25;34;1;192;13804
2063;28/07/2018;6;10;19;24;25;29;0;94;5511
2064;01/08/2018;10;14;36;53;55;60;0;68;3311
2065;04/08/2018;4;11;20;30;37;43;0;74;4900
2066;08/08/2018;6;25;27;35;45;55;1;104;7345
2067;11/08/2018;2;11;13;26;32;59;0;57;3828
2068;14/08/2018;3;5;9;40;42;47;0;46;2466
2069;16/08/2018;3;17;34;35;40;48;0;48;3638
2070;18/08/2018;5;26;27;34;42;48;0;84;5654
2071;22/08/2018;24;33;34;35;46;60;0;33;3760
2072;25/08/2018;10;12;13;20;22;54;0;135;8860
2073;29/08/2018;12;15;18;30;52;55;0;80;5335
2074;01/09/2018;8;18;23;37;42;58;2;172;8812
2075;05/09/2018;7;9;23;33;57;59;0;98;5737
2076;08/09/2018;5;6;12;15;22;43;0;86;5364
2077;12/09/2018;13;16;26;35;37;39;1;117;6080
2078;15/09/2018;2;11;15;30;36;39;0;26;2715
2079;18/09/2018;1;2;14;37;55;58;0;23;1681
2080;20/09/2018;10;22;40;46;55;58;0;38;2892
2081;22/09/2018;13;18;35;40;41;42;1;128;4287
2082;26/09/2018;6;25;33;42;48;49;1;32;2640
2083;29/09/2018;1;18;19;33;56;60;0;80;3935
2084;03/10/2018;7;20;26;37;38;39;0;48;2667
2085;06/10/2018;12;21;25;37;38;49;0;64;4786
2086;10/10/2018;4;35;43;46;47;53;0;33;4355
2087;13/10/2018;2;18;19;23;34;53;1;52;4898
2088;17/10/2018;3;14;24;27;38;56;1;56;3262
2089;20/10/2018;5;10;32;38;48;49;0;29;2665
2090;23/10/2018;8;11;18;37;40;51;0;43;2659
2091;25/10/2018;10;11;12;37;38;59;1;75;3855
2092;27/10/2018;11;13;15;17;22;27;0;175;6609
2093;31/10/2018;8;14;27;34;52;54;0;46;3177
2094;03/11/2018;4;16;19;31;33;44;0;66;4528
2095;07/11/2018;16;29;35;43;49;56;0;78;4637
2096;10/11/2018;6;11;13;19;24;51;0;185;10842
2097;14/11/2018;9;24;28;45;49;51;0;113;6422
2098;17/11/2018;2;8;18;27;38;60;0;85;6551
2099;21/11/2018;5;15;20;27;30;58;0;97;7549
2100;24/11/2018;1;10;11;13;35;49;1;266;15540
2101;28/11/2018;2;8;18;37;56;58;0;61;3852
2102;01/12/2018;4;6;17;34;51;57;0;77;4557
2103;04/12/2018;3;13;40;44;46;50;0;40;2226
2104;06/12/2018;2;10;12;27;45;56;0;79;5762
2105;08/12/2018;11;13;16;24;31;46;0;106;6029
2106;12/12/2018;3;27;36;39;40;43;0;82;5610
2107;15/12/2018;8;38;44;50;56;60;0;72;5454
2108;18/12/2018;19;22;29;41;44;59;0;58;4051
2109;20/12/2018;4;12;16;34;44;49;0;125;7480
2110;31/12/2018;5;10;12;18;25;33;52;7688;303857
2111;02/01/2019;1;41;44;46;54;58;0;4;689
2112;05/01/2019;17;39;43;46;52;53;0;34;2547
2113;09/01/2019;11;14;21;25;46;50;0;30;2752
2114;12/01/2019;17;25;30;35;42;57;0;70;4376
2115;15/01/2019;4;19;27;35;40;44;0;75;4470
2116;17/01/2019;1;9;19;21;34;54;0;91;5468
2117;19/01/2019;4;28;29;30;43;52;0;44;4036
2118;23/01/2019;11;12;20;40;41;46;1;58;4135
2119;26/01/2019;19;21;26;31;42;49;0;46;2569
2120;30/01/2019;13;20;24;25;38;41;0;61;3897
2121;02/02/2019;8;10;17;29;37;40;1;82;5493
2122;06/02/2019;3;11;15;21;27;49;0;92;4938
2123;09/02/2019;14;15;47;50;56;59;0;28;2301
2124;13/02/2019;2;11;20;31;43;47;0;41;3660
2125;16/02/2019;1;31;44;46;53;58;0;55;4090
2126;20/02/2019;7;12;24;27;39;58;0;130;8139
2127;23/02/2019;1;7;28;30;44;46;0;76;6182
2128;26/02/2019;11;16;24;46;54;55;0;47;4353
2129;28/02/2019;6;12;31;32;46;60;0;50;5113
2130;02/03/2019;13;16;36;53;54;55;0;101;7900
2131;06/03/2019;2;3;6;18;20;28;1;414;16733
2132;09/03/2019;5;18;30;35;39;60;0;41;2912
2133;13/03/2019;19;20;26;51;52;57;0;32;2790
2134;16/03/2019;6;21;34;46;54;59;0;60;4157
2135;20/03/2019;9;23;28;40;48;59;1;50;4546
2136;23/03/2019;1;8;11;22;30;35;0;63;4209
2137;27/03/2019;1;2;11;12;34;49;0;45;4488
2138;30/03/2019;4;13;14;21;30;34;0;59;4532
2139;03/04/2019;14;23;29;41;57;58;0;65;3441
2140;06/04/2019;17;20;26;36;42;54;0;66;5044
2141;10/04/2019;10;11;17;19;37;41;0;117;8868
2142;13/04/2019;7;40;44;50;52;57;0;65;5028
2143;17/04/2019;2;12;35;51;57;58;0;81;6545
2144;20/04/2019;7;16;21;33;55;60;0;188;10251
2145;24/04/2019;6;8;28;51;53;59;0;115;10504
2146;27/04/2019;16;18;31;39;42;44;0;283;15338
2147;02/05/2019;17;19;37;41;42;49;0;366;28045
2148;04/05/2019;8;15;32;33;58;59;0;296;21684
2149;08/05/2019;21;23;37;44;46;48;0;496;32880
2150;11/05/2019;23;24;26;38;42;49;1;838;56994
2151;15/05/2019;2;14;18;29;36;38;0;80;5236
2152;18/05/2019;26;29;36;49;50;59;0;28;2420
2153;22/05/2019;8;13;28;31;32;33;1;127;6356
2154;25/05/2019;7;25;41;47;50;53;0;36;2951
2155;29/05/2019;2;6;27;37;44;47;0;91;6630
2156;01/06/2019;1;6;23;26;39;49;0;91;7556
2157;05/06/2019;31;33;34;35;39;48;0;188;8779
2158;08/06/2019;9;27;35;45;46;59;0;109;8855
2159;12/06/2019;14;26;35;38;45;53;0;170;9781
2160;15/06/2019;1;19;46;47;49;53;0;116;9486
2161;19/06/2019;8;9;10;24;42;44;1;255;15769
2162;22/06/2019;11;16;22;30;34;42;0;35;2763
2163;26/06/2019;8;18;20;24;36;45;0;75;4758
2164;29/06/2019;16;17;25;47;48;58;0;51;3431
2165;03/07/2019;5;37;43;49;54;56;1;113;8189
2166;06/07/2019;3;19;34;44;56;58;0;44;3749
2167;09/07/2019;27;37;38;43;45;54;0;37;1971
2168;11/07/2019;1;4;25;27;29;37;1;66;4054
2169;13/07/2019;7;34;45;51;54;59;0;18;2145
2170;17/07/2019;10;21;24;36;38;51;0;79;4697
2171;20/07/2019;12;13;19;36;44;55;1;118;7127
2172;24/07/2019;9;24;28;37;43;57;0;73;3356
2173;27/07/2019;2;9;42;44;48;50;0;51;3884
2174;31/07/2019;10;15;34;36;56;60;0;52;3892
2175;03/08/2019;7;25;32;43;53;55;0;73;5485
2176;06/08/2019;8;23;25;39;43;44;1;61;4688
2177;08/08/2019;9;11;14;31;48;51;0;49;2338
2178;10/08/2019;2;16;21;42;50;56;0;25;2304
2179;14/08/2019;2;13;24;35;50;54;0;55;4563
2180;17/08/2019;10;12;16;21;28;38;0;95;6869
2181;21/08/2019;1;8;19;33;36;48;0;138;8329
2182;24/08/2019;19;22;39;46;47;59;0;66;5179
2183;28/08/2019;13;26;30;34;43;51;0;74;6087
2184;31/08/2019;15;36;45;51;52;59;0;64;5158
2185;04/09/2019;9;18;19;22;42;47;0;115;9835
2186;09/09/2019;12;18;19;27;41;46;0;131;11409
2187;11/09/2019;10;11;16;21;46;50;0;124;10072
2188;14/09/2019;2;17;21;28;51;60;0;154;13387
2189;18/09/2019;4;11;16;22;29;33;1;406;24366
2190;21/09/2019;5;9;20;25;35;53;0;94;6835
2191;24/09/2019;4;8;26;33;46;53;1;104;5272
2192;26/09/2019;7;16;37;53;57;59;0;38;2635
2193;28/09/2019;7;8;22;27;29;42;1;55;4664
2194;02/10/2019;8;16;20;21;31;34;0;38;2925
2195;05/10/2019;14;24;32;38;46;53;0;107;6144
2196;09/10/2019;1;25;27;28;41;56;0;58;4166
2197;14/10/2019;3;11;29;35;44;57;0;150;7727
2198;16/10/2019;1;11;34;36;44;56;1;47;4402
2199;19/10/2019;15;23;30;35;38;44;0;29;3056
2200;22/10/2019;11;15;28;36;43;55;0;52;3371
2201;24/10/2019;3;13;23;41;49;53;0;60;5425
2202;26/10/2019;11;29;37;38;43;60;0;48;3717
2203;30/10/2019;17;34;46;49;50;57;0;57;4811
2204;04/11/2019;1;28;29;32;35;56;0;76;5847
2205;06/11/2019;12;21;28;37;42;57;1;112;6318
2206;09/11/2019;6;27;38;42;45;57;0;51;3495
2207;13/11/2019;6;10;11;43;53;55;0;39;2736
2208;16/11/2019;16;25;30;40;45;49;0;17;1708
2209;20/11/2019;22;25;28;32;33;47;0;49;3746
2210;23/11/2019;11;17;24;25;33;34;0;81;5910
2211;27/11/2019;27;36;40;41;44;54;0;52;3681
2212;30/11/2019;23;26;51;52;53;58;0;61;5215
2213;04/12/2019;5;7;10;32;46;60;1;96;7360
2214;07/12/2019;4;10;18;30;34;47;0;44;3223
2215;11/12/2019;1;19;21;23;33;43;0;48;4092
2216;14/12/2019;10;24;42;43;48;49;0;49;4361
2217;17/12/2019;10;14;16;30;32;36;0;51;3258
2218;19/12/2019;6;16;22;38;48;52;1;42;3345
2219;21/12/2019;8;28;36;45;57;59;0;26;2235
2220;31/12/2019;3;35;38;40;57;58;4;1031;77055
2221;04/01/2020;5;23;34;45;56;57;0;101;3669
2222;08/01/2020;13;14;29;30;48;59;0;29;1969
2223;11/01/2020;2;26;40;42;49;56;0;45;2702
2224;15/01/2020;16;23;32;50;52;58;0;28;2283
2225;18/01/2020;1;32;37;44;46;47;0;34;3100
2226;21/01/2020;2;4;7;16;30;38;0;43;3798
2227;23/01/2020;6;9;12;27;32;57;0;92;5732
2228;25/01/2020;9;19;23;32;39;45;0;85;5562
2229;29/01/2020;6;11;29;40;41;58;0;64;4315
2230;01/02/2020;7;17;26;39;56;60;0;75;6440
2231;05/02/2020;4;13;25;40;53;57;0;127;8326
2232;08/02/2020;7;8;31;34;38;47;0;111;8685
2233;12/02/2020;4;6;32;35;41;45;0;89;8107
2234;15/02/2020;4;21;27;29;42;47;0;216;13800
2235;19/02/2020;14;18;30;35;55;57;0;133;11895
2236;22/02/2020;7;20;38;43;45;53;0;190;14982
2237;27/02/2020;11;20;27;28;53;60;2;263;15054
2238;29/02/2020;11;36;45;55;57;58;0;14;1679
2239;04/03/2020;7;27;31;39;45;46;0;29;3057
2240;07/03/2020;7;9;10;19;25;58;2;143;10345
2241;10/03/2020;1;13;18;26;40;56;0;33;1575
2242;12/03/2020;5;9;18;24;25;42;0;89;4514
2243;14/03/2020;14;18;28;35;38;54;0;45;3079
2244;18/03/2020;3;5;11;34;37;42;1;77;4706
2245;21/03/2020;11;14;15;18;33;34;1;51;3048
2246;25/03/2020;5;9;24;27;33;46;0;51;2227
2247;28/03/2020;1;42;44;47;48;53;0;10;908
2248;01/04/2020;9;15;20;29;30;42;1;29;1618
2249;04/04/2020;4;9;31;47;49;53;0;27;1782
2250;08/04/2020;27;33;39;52;57;58;0;27;2385
2251;11/04/2020;5;15;22;26;54;58;0;29;2222
2252;15/04/2020;1;17;30;37;46;50;0;20;1723
2253;18/04/2020;31;32;33;39;52;55;0;26;2224
2254;22/04/2020;4;9;24;44;47;56;0;55;3561
2255;25/04/2020;15;20;39;41;49;57;0;25;2144
2256;29/04/2020;9;10;30;37;47;54;0;45;3334
2257;02/05/2020;18;21;30;31;34;51;0;32;2791
2258;05/05/2020;1;5;7;14;23;26;0;113;6772
2259;07/05/2020;20;27;41;54;56;58;0;31;3356
2260;09/05/2020;12;14;34;35;37;47;0;91;6688
2261;13/05/2020;7;23;26;27;29;51;0;141;10502
2262;16/05/2020;7;8;14;23;30;46;1;198;12850
2263;20/05/2020;9;24;33;43;49;57;0;36;2492
2264;23/05/2020;2;3;8;19;29;37;0;73;4354
2265;27/05/2020;14;20;23;39;46;50;0;50;2926
2266;30/05/2020;10;23;31;37;58;59;0;50;4167
2267;03/06/2020;20;32;33;48;49;53;1;33;4064
2268;06/06/2020;4;13;23;28;30;52;0;48;2953
2269;10/06/2020;1;11;14;23;29;55;0;47;3225
2270;13/06/2020;14;16;38;39;41;48;0;53;2707
2271;17/06/2020;6;10;27;28;41;52;0;50;4150
2272;20/06/2020;2;5;11;24;41;49;0;71;5667
2273;24/06/2020;15;16;20;38;40;58;1;48;3830
2274;27/06/2020;8;11;17;33;40;55;0;62;2996
2275;01/07/2020;2;4;25;36;50;53;0;51;3212
2276;04/07/2020;5;15;18;27;49;57;0;75;5403
2277;08/07/2020;10;22;23;37;53;60;0;89;5597
2278;11/07/2020;8;17;34;37;43;45;0;98;6533
2279;14/07/2020;5;12;14;20;27;28;1;120;6212
2280;16/07/2020;28;29;31;50;58;59;0;20;1639
2281;18/07/2020;14;27;35;40;50;55;0;43;2462
2282;22/07/2020;12;27;30;36;45;52;1;44;3467
2283;25/07/2020;4;24;37;43;59;60;0;41;2615
2284;29/07/2020;4;10;12;14;36;46;0;43;3278
2285;01/08/2020;1;7;10;12;33;42;2;160;7967
2286;05/08/2020;9;21;30;41;42;43;0;28;1649
2287;08/08/2020;2;4;6;29;41;56;0;45;3261
2288;11/08/2020;2;26;35;39;40;56;0;16;1545
2289;13/08/2020;6;9;34;37;38;45;0;33;2808
2290;15/08/2020;5;18;36;44;57;60;0;96;4532
2291;19/08/2020;12;26;31;36;37;49;0;37;3269
2292;22/08/2020;6;16;18;33;42;57;0;94;5865
2293;26/08/2020;1;2;10;37;42;48;0;69;5498
2294;29/08/2020;9;15;20;33;41;43;0;49;5779
2295;02/09/2020;6;13;26;28;35;41;0;162;9693
2296;05/09/2020;1;6;21;29;36;59;2;166;8642
2297;09/09/2020;20;22;35;40;41;59;0;14;1200
2298;12/09/2020;13;17;21;31;41;49;0;46;3133
2299;15/09/2020;2;3;19;40;44;60;0;22;1903
2300;17/09/2020;9;21;37;39;43;54;0;76;3877
2301;19/09/2020;17;18;35;36;47;52;0;66;4333
2302;23/09/2020;18;22;25;27;43;44;0;126;6684
2303;26/09/2020;3;7;17;20;48;50;0;145;8431
2304;30/09/2020;12;21;29;54;56;57;0;90;5934
2305;03/10/2020;7;16;22;38;55;57;0;124;9225
2306;07/10/2020;3;19;28;33;57;58;1;258;15713
2307;10/10/2020;16;33;38;46;53;55;0;45;2828
2308;14/10/2020;9;13;26;38;58;60;1;57;3408
2309;17/10/2020;9;11;29;30;33;60;0;38;3092
2310;20/10/2020;13;17;28;29;42;53;0;52;3573
2311;22/10/2020;3;5;9;35;43;60;0;58;5162
2312;24/10/2020;3;27;39;46;47;60;0;43;3773
2313;28/10/2020;3;20;26;45;49;58;0;66;5055
2314;31/10/2020;6;7;28;42;45;49;1;105;7551
2315;04/11/2020;1;10;17;26;30;53;0;55;3898
2316;07/11/2020;2;11;43;49;52;56;0;56;3984
2317;11/11/2020;3;8;30;33;35;48;0;132;7472
2318;14/11/2020;28;44;52;54;58;60;0;59;5014
2319;18/11/2020;6;17;25;35;40;49;0;51;5009
2320;21/11/2020;6;30;35;39;42;48;1;92;6334
2321;25/11/2020;14;25;28;41;43;46;1;40;2494
2322;28/11/2020;2;5;10;29;34;41;0;65;3753
2323;02/12/2020;20;27;35;39;50;59;0;29;1825
2324;05/12/2020;2;16;19;31;43;60;0;43;3451
2325;08/12/2020;33;34;37;46;52;60;0;27;2233
2326;10/12/2020;10;16;27;34;36;57;0;55;3883
2327;12/12/2020;30;37;45;54;57;58;0;47;3521
2328;16/12/2020;8;11;14;39;48;53;0;67;5059
2329;19/12/2020;12;14;28;42;45;55;2;93;6837
2330;31/12/2020;17;20;22;35;41;42;2;1384;105342
2331;02/01/2021;11;13;16;36;53;57;0;10;808
2332;06/01/2021;12;33;35;36;44;52;0;32;2688
2333;09/01/2021;9;16;31;41;53;55;0;16;1994
2334;13/01/2021;4;13;20;22;25;60;1;66;4609
2335;16/01/2021;9;18;23;42;47;49;0;91;5286
2336;20/01/2021;8;10;20;27;28;50;0;75;4701
2337;23/01/2021;2;9;34;49;51;55;1;84;4321
2338;26/01/2021;8;21;23;34;42;47;0;22;1692
2339;28/01/2021;4;18;29;47;48;59;0;19;1746
2340;30/01/2021;16;21;28;41;49;51;0;24;2408
2341;03/02/2021;4;9;31;32;42;46;1;59;3548
2342;06/02/2021;17;20;24;27;40;60;0;35;2233
2343;10/02/2021;4;31;42;45;49;56;0;24;2507
2344;13/02/2021;11;17;25;38;52;57;0;59;4548
2345;17/02/2021;7;16;19;22;28;55;0;75;4970
2346;20/02/2021;3;4;11;40;42;58;0;53;4812
2347;24/02/2021;8;9;17;30;58;60;0;74;5504
2348;27/02/2021;2;3;7;48;51;54;1;107;6601
2349;03/03/2021;5;10;25;32;49;54;1;59;3150
2350;06/03/2021;25;28;29;34;41;45;0;40;2828
2351;10/03/2021;19;22;35;41;47;49;0;72;4604
2352;13/03/2021;9;17;38;41;49;55;0;102;5124
2353;17/03/2021;3;19;34;41;48;53;0;71;5457
2354;20/03/2021;6;18;25;30;42;54;2;169;6593
2355;24/03/2021;7;30;31;41;50;56;0;29;2014
2356;27/03/2021;3;10;25;36;51;58;1;100;5821
2357;31/03/2021;19;28;30;34;40;51;0;18;1287
2358;03/04/2021;5;9;11;16;43;57;0;66;3627
2359;06/04/2021;31;32;39;42;43;51;0;17;1053
2360;08/04/2021;10;15;21;24;29;45;0;36;3646
2361;10/04/2021;14;21;22;29;35;46;0;61;3782
2362;14/04/2021;3;20;22;32;35;50;0;41;3883
2363;17/04/2021;6;14;24;34;39;58;1;77;5169
2364;22/04/2021;20;33;42;44;51;56;0;180;1719
2365;24/04/2021;1;17;28;37;44;50;0;40;2940
2366;28/04/2021;4;27;33;35;38;41;0;76;4869
2367;30/04/2021;5;23;29;34;53;60;0;63;4551
2368;04/05/2021;4;7;13;25;36;58;1;152;7476
2369;06/05/2021;4;9;17;19;37;60;0;47;3447
2370;08/05/2021;7;31;37;42;44;56;0;29;3835
2371;12/05/2021;4;15;30;36;39;48;0;53;3480
2372;15/05/2021;3;19;25;44;46;57;0;128;7636
2373;19/05/2021;23;24;26;44;49;60;0;72;5432
2374;22/05/2021;12;13;25;37;39;41;0;125;8177
2375;26/05/2021;2;6;44;46;53;58;0;144;8909
2376;29/05/2021;12;14;17;18;19;22;2;433;19908
2377;02/06/2021;5;18;29;35;43;44;0;35;2890
2378;05/06/2021;11;37;38;41;49;54;0;33;2518
2379;09/06/2021;2;8;26;32;46;56;0;72;4222
2380;12/06/2021;11;16;20;24;39;53;1;59;5566
2381;16/06/2021;7;23;32;41;42;47;0;37;2458
2382;19/06/2021;6;9;19;38;53;55;1;52;4044
2383;23/06/2021;13;15;16;20;40;41;1;47;2151
2384;26/06/2021;9;13;22;25;26;31;0;57;3781
2385;29/06/2021;12;24;32;37;43;60;0;32;2340
2386;01/07/2021;11;13;16;35;49;50;0;44;3087
2387;03/07/2021;8;26;30;31;38;48;0;30;3038
2388;07/07/2021;8;30;33;37;45;48;0;83;5329
2389;10/07/2021;16;30;37;39;40;51;0;57;3887
2390;14/07/2021;9;13;20;22;32;56;0;102;7787
2391;17/07/2021;5;8;13;27;36;50;1;192;13379
2392;21/07/2021;11;15;23;25;34;53;0;31;2525
2393;24/07/2021;26;27;28;32;38;51;0;28;2368
2394;28/07/2021;5;16;25;36;42;44;0;48;4144
2395;31/07/2021;4;11;12;44;45;57;0;72;6026
2396;04/08/2021;2;3;25;39;42;49;0;49;5934
2397;07/08/2021;6;14;20;39;46;48;0;79;6058
2398;10/08/2021;8;17;30;36;54;59;1;78;5421
2399;12/08/2021;27;35;42;44;51;52;0;34;1706
2400;14/08/2021;9;21;25;26;36;53;0;52;3623
2401;18/08/2021;8;11;13;33;38;48;0;128;8020
2402;21/08/2021;6;22;25;29;30;60;1;128;6285
2403;25/08/2021;10;12;14;32;33;34;0;65;2793
2404;28/08/2021;1;19;35;40;47;54;0;43;2492
2405;01/09/2021;21;38;48;49;53;59;0;18;2630
2406;04/09/2021;8;12;29;43;54;60;0;64;5120
2407;08/09/2021;13;17;31;43;54;55;0;45;4411
2408;11/09/2021;4;29;30;38;43;57;1;65;4828
2409;15/09/2021;2;29;39;49;52;58;0;23;1364
2410;18/09/2021;7;10;27;35;43;59;2;93;5939
2411;22/09/2021;7;26;29;34;43;44;0;35;2517
2412;25/09/2021;9;16;34;36;49;60;0;37;3285
2413;28/09/2021;3;22;37;40;41;48;0;12;1759
2414;30/09/2021;4;5;6;14;29;38;0;39;3415
2415;02/10/2021;10;12;26;29;35;60;0;61;4773
2416;06/10/2021;6;7;11;26;37;57;1;86;5658
2417;09/10/2021;3;7;10;11;27;46;0;131;7708
2418;13/10/2021;2;11;19;27;57;60;0;80;3919
2419;16/10/2021;10;35;43;48;50;53;1;31;3078
2420;19/10/2021;5;8;29;39;44;60;0;18;2198
2421;21/10/2021;2;3;32;35;48;57;0;49;3678
2422;23/10/2021;2;7;10;20;30;46;0;110;6942
2423;27/10/2021;16;18;38;48;51;60;0;40;3295
2424;30/10/2021;3;16;17;37;38;53;0;101;6968
2425;03/11/2021;10;31;38;46;49;54;0;75;5048
2426;06/11/2021;5;11;24;27;32;57;0;249;15271
2427;10/11/2021;3;19;25;37;44;56;5;680;19557
2428;13/11/2021;3;9;25;28;29;39;0;50;4168
2429;17/11/2021;11;37;53;55;56;60;0;31;2462
2430;20/11/2021;19;26;39;45;46;56;1;37;4109
2431;24/11/2021;8;11;22;25;26;36;0;46;2988
2432;27/11/2021;7;29;38;40;44;52;0;21;2572
2433;01/12/2021;8;9;32;52;53;57;0;31;2625
2434;04/12/2021;1;2;14;28;40;51;0;37;3663
2435;07/12/2021;5;22;30;32;33;36;0;46;3051
2436;09/12/2021;5;15;28;32;38;54;1;65;4285
2437;11/12/2021;1;19;41;46;48;55;0;16;1416
2438;15/12/2021;4;11;19;25;37;55;1;99;5073
2439;18/12/2021;2;8;34;38;47;51;0;46;3008
2440;31/12/2021;12;15;23;32;33;46;2;1712;143494
2441;05/01/2022;9;41;42;46;47;54;0;18;1588
2442;08/01/2022;2;7;9;25;41;49;0;63;4651
2443;12/01/2022;1;5;12;13;17;31;2;161;8131
2444;15/01/2022;15;17;20;35;37;43;0;58;3161
2445;19/01/2022;11;25;32;37;47;56;0;63;3802
2446;22/01/2022;1;13;27;41;51;58;0;74;4344
2447;25/01/2022;13;19;29;42;49;52;0;42;3080
2448;27/01/2022;18;30;32;35;40;48;0;53;3529
2449;29/01/2022;14;20;21;31;49;52;1;65;3771
